start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1778544000,1778630400,2026-05-12T00:00:00+00:00,2026-05-13T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,12.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,9354.0,1208.0,0.0,9354.0,9354.0,1208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778544000,1778630400,2026-05-12T00:00:00+00:00,2026-05-13T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,3.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-3.5-turbo-0125,False,default,24.0,15.0,0.0,24.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778630400,1778716800,2026-05-13T00:00:00+00:00,2026-05-14T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,37.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,27769.0,2836.0,0.0,27769.0,27769.0,2836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778630400,1778716800,2026-05-13T00:00:00+00:00,2026-05-14T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,308.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,10635.0,1627.0,0.0,10635.0,0.0,1627.0,0.0,10635.0,0.0,0.0,0.0,0.0,0.0
1778630400,1778716800,2026-05-13T00:00:00+00:00,2026-05-14T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,175.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,3466721.0,41687.0,2888320.0,578401.0,525234.0,13429.0,2834560.0,53167.0,53760.0,28258.0,0.0,0.0,0.0
1778716800,1778803200,2026-05-14T00:00:00+00:00,2026-05-15T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,78.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,2133612.0,21756.0,1903360.0,230252.0,196442.0,7311.0,1840896.0,33810.0,62464.0,14445.0,0.0,0.0,0.0
1778716800,1778803200,2026-05-14T00:00:00+00:00,2026-05-15T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,263.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,7141.0,1608.0,0.0,7141.0,0.0,1608.0,0.0,7141.0,0.0,0.0,0.0,0.0,0.0
1778716800,1778803200,2026-05-14T00:00:00+00:00,2026-05-15T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,5.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,4253.0,838.0,0.0,4253.0,4253.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778803200,1778889600,2026-05-15T00:00:00+00:00,2026-05-16T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,14.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,368865.0,4275.0,296576.0,72289.0,63062.0,1249.0,283008.0,9227.0,13568.0,3026.0,0.0,0.0,0.0
1778803200,1778889600,2026-05-15T00:00:00+00:00,2026-05-16T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,1.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,125.0,107.0,0.0,125.0,125.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778803200,1778889600,2026-05-15T00:00:00+00:00,2026-05-16T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,64.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,2924.0,697.0,0.0,2924.0,400.0,697.0,0.0,2524.0,0.0,0.0,0.0,0.0,0.0
1778889600,1778976000,2026-05-16T00:00:00+00:00,2026-05-17T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,5.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,3286.0,455.0,0.0,3286.0,3286.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778889600,1778976000,2026-05-16T00:00:00+00:00,2026-05-17T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,72.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,1318006.0,15323.0,1149888.0,168118.0,144061.0,4610.0,1109056.0,24057.0,40832.0,10713.0,0.0,0.0,0.0
1778889600,1778976000,2026-05-16T00:00:00+00:00,2026-05-17T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,147.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,5430.0,1523.0,0.0,5430.0,147.0,1523.0,0.0,5283.0,0.0,0.0,0.0,0.0,0.0
1778976000,1779062400,2026-05-17T00:00:00+00:00,2026-05-18T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,8.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,8859.0,1304.0,0.0,8859.0,8859.0,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778976000,1779062400,2026-05-17T00:00:00+00:00,2026-05-18T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,165.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,8328.0,2523.0,0.0,8328.0,165.0,2523.0,0.0,8163.0,0.0,0.0,0.0,0.0,0.0
1778976000,1779062400,2026-05-17T00:00:00+00:00,2026-05-18T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,74.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,1313645.0,15520.0,1067328.0,246317.0,214235.0,4251.0,1041280.0,32082.0,26048.0,11269.0,0.0,0.0,0.0
1779062400,1779148800,2026-05-18T00:00:00+00:00,2026-05-19T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,62.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,1360414.0,14869.0,1021312.0,339102.0,322471.0,4341.0,1008640.0,16631.0,12672.0,10528.0,0.0,0.0,0.0
1779062400,1779148800,2026-05-18T00:00:00+00:00,2026-05-19T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,1.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,761.0,125.0,0.0,761.0,761.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779062400,1779148800,2026-05-18T00:00:00+00:00,2026-05-19T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,125.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,3406.0,993.0,0.0,3406.0,125.0,993.0,0.0,3281.0,0.0,0.0,0.0,0.0,0.0
1779148800,1779235200,2026-05-19T00:00:00+00:00,2026-05-20T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,113.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,3187178.0,32729.0,2628032.0,559146.0,539559.0,10750.0,2599872.0,19587.0,28160.0,21979.0,0.0,0.0,0.0
1779148800,1779235200,2026-05-19T00:00:00+00:00,2026-05-20T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,11.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,7544.0,639.0,0.0,7544.0,7544.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779148800,1779235200,2026-05-19T00:00:00+00:00,2026-05-20T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,157.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,3542.0,1004.0,0.0,3542.0,157.0,1004.0,0.0,3385.0,0.0,0.0,0.0,0.0,0.0
1779235200,1779321600,2026-05-20T00:00:00+00:00,2026-05-21T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,2.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,1120.0,22.0,0.0,1120.0,1120.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779235200,1779321600,2026-05-20T00:00:00+00:00,2026-05-21T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,285.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,12093.0,3312.0,0.0,12093.0,285.0,3312.0,0.0,11808.0,0.0,0.0,0.0,0.0,0.0
1779235200,1779321600,2026-05-20T00:00:00+00:00,2026-05-21T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,58.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,3015536.0,24805.0,2316416.0,699120.0,681893.0,4789.0,2303488.0,17227.0,12928.0,20016.0,0.0,0.0,0.0
1779321600,1779408000,2026-05-21T00:00:00+00:00,2026-05-22T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1779408000,1779494400,2026-05-22T00:00:00+00:00,2026-05-23T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,52.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,3394094.0,17341.0,2828352.0,565742.0,550289.0,6494.0,2810944.0,15453.0,17408.0,10847.0,0.0,0.0,0.0
1779408000,1779494400,2026-05-22T00:00:00+00:00,2026-05-23T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,63.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-2024-07-18,False,default,123173.0,7578.0,14848.0,108325.0,108325.0,7578.0,14848.0,0.0,0.0,0.0,0.0,0.0,0.0
1779408000,1779494400,2026-05-22T00:00:00+00:00,2026-05-23T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,131.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,6795.0,2050.0,0.0,6795.0,1476.0,2050.0,0.0,5319.0,0.0,0.0,0.0,0.0,0.0
1779408000,1779494400,2026-05-22T00:00:00+00:00,2026-05-23T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,11.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,6402.0,423.0,0.0,6402.0,6402.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779494400,1779580800,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,35.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,2979688.0,12934.0,2529152.0,450536.0,435918.0,4131.0,2520192.0,14618.0,8960.0,8803.0,0.0,0.0,0.0
1779494400,1779580800,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,3.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-2024-08-06,False,default,2070.0,400.0,0.0,2070.0,2070.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779494400,1779580800,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,113.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,12216.0,4522.0,0.0,12216.0,113.0,4522.0,0.0,12103.0,0.0,0.0,0.0,0.0,0.0
1779494400,1779580800,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,37.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-2024-07-18,False,default,76804.0,5527.0,0.0,76804.0,76804.0,5527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779494400,1779580800,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,84.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-5.5-2026-04-23,False,default,1691832.0,17545.0,1544192.0,147640.0,147640.0,17545.0,1544192.0,0.0,0.0,0.0,0.0,0.0,0.0
1779580800,1779667200,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,2.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-realtime-2025-08-28,False,default,161661.0,853.0,131584.0,30077.0,29823.0,250.0,131200.0,254.0,384.0,603.0,0.0,0.0,0.0
1779580800,1779667200,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,2.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-transcribe,False,default,57.0,17.0,0.0,57.0,2.0,17.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
1779580800,1779667200,2026-05-24T00:00:00+00:00,2026-05-25T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,2.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_zme5OnfKbi4CHMm0,gpt-4o-mini-2024-07-18,False,default,221.0,2.0,0.0,221.0,221.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779667200,1779753600,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,15.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_Xb3BUTUm98QYUAcQ,gpt-4o-mini-transcribe,False,default,558.0,134.0,0.0,558.0,15.0,134.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0
1779667200,1779753600,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,6.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_Xb3BUTUm98QYUAcQ,gpt-realtime-2025-08-28,False,default,183820.0,1003.0,77888.0,105932.0,104793.0,214.0,77888.0,1139.0,0.0,789.0,0.0,0.0,0.0
1779667200,1779753600,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,4.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_Xb3BUTUm98QYUAcQ,gpt-4o-mini-2024-07-18,False,default,32.0,4.0,0.0,32.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779667200,1779753600,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,4.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_ykWHlY5Ke22vF7fz,gpt-realtime-2025-08-28,False,default,161342.0,1285.0,85056.0,76286.0,75533.0,283.0,84736.0,753.0,320.0,1002.0,0.0,0.0,0.0
1779667200,1779753600,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,184.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_ykWHlY5Ke22vF7fz,gpt-4o-mini-transcribe,False,default,7960.0,1732.0,0.0,7960.0,184.0,1732.0,0.0,7776.0,0.0,0.0,0.0,0.0,0.0
1779667200,1779753600,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,3.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_ykWHlY5Ke22vF7fz,gpt-4o-mini-2024-07-18,False,default,24.0,3.0,0.0,24.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779667200,1779753600,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,82.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_Xb3BUTUm98QYUAcQ,gpt-5.5-2026-04-23,False,default,3491346.0,20672.0,3188736.0,302610.0,302610.0,20672.0,3188736.0,0.0,0.0,0.0,0.0,0.0,0.0
1779753600,1779840000,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,261.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_ykWHlY5Ke22vF7fz,gpt-4o-mini-transcribe,False,default,14000.0,3595.0,0.0,14000.0,261.0,3595.0,0.0,13739.0,0.0,0.0,0.0,0.0,0.0
1779753600,1779840000,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,17.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_ykWHlY5Ke22vF7fz,gpt-4o-mini-2024-07-18,False,default,136.0,17.0,0.0,136.0,136.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779753600,1779840000,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,33.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_ykWHlY5Ke22vF7fz,gpt-realtime-2025-08-28,False,default,1179673.0,9839.0,616256.0,563417.0,558962.0,2440.0,612864.0,4455.0,3392.0,7399.0,0.0,0.0,0.0
1779840000,1779926400,2026-05-27T00:00:00+00:00,2026-05-28T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,10.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_FFwVLsaj8Zvr6E5g,gpt-realtime-2025-08-28,False,default,295631.0,3447.0,178048.0,117583.0,114089.0,853.0,176960.0,3494.0,1088.0,2594.0,0.0,0.0,0.0
1779840000,1779926400,2026-05-27T00:00:00+00:00,2026-05-28T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,31.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_FFwVLsaj8Zvr6E5g,gpt-4o-mini-transcribe,False,default,1227.0,262.0,0.0,1227.0,31.0,262.0,0.0,1196.0,0.0,0.0,0.0,0.0,0.0
1779840000,1779926400,2026-05-27T00:00:00+00:00,2026-05-28T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,3.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_FFwVLsaj8Zvr6E5g,gpt-4o-mini-2024-07-18,False,default,24.0,3.0,0.0,24.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779840000,1779926400,2026-05-27T00:00:00+00:00,2026-05-28T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,12.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_ykWHlY5Ke22vF7fz,gpt-realtime-2025-08-28,False,default,971497.0,4816.0,846336.0,125161.0,119864.0,1972.0,835840.0,5297.0,10496.0,2844.0,0.0,0.0,0.0
1779840000,1779926400,2026-05-27T00:00:00+00:00,2026-05-28T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,15.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_ykWHlY5Ke22vF7fz,gpt-4o-mini-2024-07-18,False,default,51487.0,1202.0,0.0,51487.0,51487.0,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779840000,1779926400,2026-05-27T00:00:00+00:00,2026-05-28T00:00:00+00:00,proj_bpCd8kMdiAzO4n5QJ5h01ruT,31.0,user-RJZzSSDa9QH3TgJ6p634QiVK,key_ykWHlY5Ke22vF7fz,gpt-4o-mini-transcribe,False,default,1375.0,327.0,0.0,1375.0,31.0,327.0,0.0,1344.0,0.0,0.0,0.0,0.0,0.0
1779926400,1780012800,2026-05-28T00:00:00+00:00,2026-05-29T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
